"year","state","species","value_imputed_gdp_adjusted","nmfs_region"
1990,"Connecticut","CRUSTACEANS **",530779.02,"S. New England"
1990,"Connecticut","DOLPHINFISH",1043.52,"S. New England"
1990,"Connecticut","DOLPHINFISH **",1043.52,"S. New England"
1990,"Connecticut","DORY, BUCKLER",212.16,"S. New England"
1990,"Connecticut","EEL, AMERICAN",20796.47,"S. New England"
1990,"Connecticut","EEL, CONGER",3001.68,"S. New England"
1990,"Connecticut","FLOUNDER, AMERICAN PLAICE",5255.3,"S. New England"
1990,"Connecticut","FLOUNDER, SUMMER",1348495.23,"S. New England"
1990,"Connecticut","FLOUNDER, WINTER",1553763.1,"S. New England"
1990,"Connecticut","FLOUNDER, WITCH",34360.61,"S. New England"
1990,"Connecticut","FLOUNDER, YELLOWTAIL",523040.66,"S. New England"
1990,"Connecticut","GOOSEFISH",126609.67,"S. New England"
1990,"Connecticut","HADDOCK",15580.46,"S. New England"
1990,"Connecticut","HAKE, RED",10428.88,"S. New England"
1990,"Connecticut","HAKE, SILVER",140142.38,"S. New England"
1990,"Connecticut","HAKE, WHITE",4892.27,"S. New England"
1990,"Connecticut","HALIBUT, ATLANTIC",510.76,"S. New England"
1990,"Connecticut","HARVESTFISHES **",91317.13,"S. New England"
1990,"Connecticut","HERRING, ATLANTIC",77.01,"S. New England"
1990,"Connecticut","LOBSTER, AMERICAN",11642501.3,"S. New England"
1990,"Connecticut","MACKEREL, ATLANTIC",1496.13,"S. New England"
1990,"Connecticut","MENHADENS **",7601.64,"S. New England"
1990,"Connecticut","OYSTER, EASTERN",35593974.64,"S. New England"
1990,"Connecticut","PERCH, WHITE",6526.69,"S. New England"
1990,"Connecticut","POLLOCK",1959.74,"S. New England"
1990,"Connecticut","PORGIES **",337780.33,"S. New England"
1990,"Connecticut","POUT, OCEAN",1892.16,"S. New England"
1990,"Connecticut","SEAROBINS **",480.9,"S. New England"
1990,"Connecticut","SHAD, AMERICAN",285390.77,"S. New England"
1990,"Connecticut","SHARKS, CHONDRICHTHYES (CLASS) **",12979.52,"S. New England"
1990,"Connecticut","SHARKS, DOGFISH **",3818.89,"S. New England"
1990,"Connecticut","SKATES, RAJIDAE (FAMILY) **",50910.72,"S. New England"
1990,"Connecticut","SQUIDS, LOLIGINIDAE **",369727.02,"S. New England"
1990,"Connecticut","STURGEONS **",2802.09,"S. New England"
1990,"Connecticut","TAUTOG",64445,"S. New England"
1990,"Connecticut","TILEFISH, GOLDEN",2934.1,"S. New England"
1990,"Connecticut","TUNA, BLUEFIN",115410.73,"S. New England"
1990,"Connecticut","TUNAS **",12718.64,"S. New England"
1990,"Connecticut","VERTEBRATES, JAWED",24403.2,"S. New England"
1990,"Connecticut","WEAKFISH",2415.49,"S. New England"
1990,"Connecticut","WINDOWPANE",13917.74,"S. New England"
1990,"Connecticut","WOLFFISH, ATLANTIC",42.43,"S. New England"
1990,"Delaware","ALEWIFE",1536.99,"Mid Atlantic"
1990,"Delaware","BLUEFISH",61202.87,"Mid Atlantic"
1990,"Delaware","CARP, COMMON",4713.11,"Mid Atlantic"
1990,"Delaware","CATFISHES-BULLHEADS, OTHER **",7062.6,"Mid Atlantic"
1990,"Delaware","CLAMS, QUAHOG, MERCENARIA **",213428.99,"Mid Atlantic"
1990,"Delaware","CRAB, BLUE",4855452.53,"Mid Atlantic"
1990,"Delaware","CRAB, HORSESHOE",31824.11,"Mid Atlantic"
1990,"Delaware","DRUM, BLACK",1159.81,"Mid Atlantic"
1990,"Delaware","EEL, AMERICAN",549496.31,"Mid Atlantic"
1990,"Delaware","FLOUNDER, SUMMER",4533.95,"Mid Atlantic"
1990,"Delaware","HAKE, RED",194.87,"Mid Atlantic"
1990,"Delaware","HARVESTFISHES **",1104.81,"Mid Atlantic"
1990,"Delaware","LOBSTER, AMERICAN",461614.62,"Mid Atlantic"
1990,"Delaware","MACKEREL, ATLANTIC",793.64,"Mid Atlantic"
1990,"Delaware","MENHADENS **",13246.69,"Mid Atlantic"
1990,"Delaware","PERCH, WHITE",36310.92,"Mid Atlantic"
1990,"Delaware","SHAD, AMERICAN",232944.63,"Mid Atlantic"
1990,"Delaware","SHARKS, CHONDRICHTHYES (CLASS) **",17680.06,"Mid Atlantic"
1990,"Delaware","SPOT",9462.37,"Mid Atlantic"
1990,"Delaware","TAUTOG",377.17,"Mid Atlantic"
1990,"Delaware","TUNA, BLUEFIN",1049.8,"Mid Atlantic"
1990,"Delaware","VERTEBRATES, JAWED",223923.87,"Mid Atlantic"
1990,"Delaware","WEAKFISH",502648.08,"Mid Atlantic"
1990,"Maine","ALEWIFE",121143.78,"N. New England"
1990,"Maine","BASS, BLACK SEA",1327.97,"N. New England"
1990,"Maine","BLUEFISH",14360.92,"N. New England"
1990,"Maine","CLAM, QUAHOG, OCEAN",2395220.88,"N. New England"
1990,"Maine","CLAM, SOFT",13909399.51,"N. New England"
1990,"Maine","CLAMS **",4843.55,"N. New England"
1990,"Maine","COD, ATLANTIC",14754025.55,"N. New England"
1990,"Maine","CRAB, ATLANTIC ROCK",147814.74,"N. New England"
1990,"Maine","CRAB, JONAH",141888.39,"N. New England"
1990,"Maine","CRABS, DECAPODA (ORDER) **",1017230.6,"N. New England"
1990,"Maine","CUCUMBERS, SEA **",1728.72,"N. New England"
1990,"Maine","CUSK",694829.56,"N. New England"
1990,"Maine","EEL, AMERICAN",135657.15,"N. New England"
1990,"Maine","FLATFISHES **",18066.67,"N. New England"
1990,"Maine","FLOUNDER, AMERICAN PLAICE",4653238.2,"N. New England"
1990,"Maine","FLOUNDER, SUMMER",2385.63,"N. New England"
1990,"Maine","FLOUNDER, WINTER",536241.77,"N. New England"
1990,"Maine","FLOUNDER, WITCH",4211195.8,"N. New England"
1990,"Maine","FLOUNDER, YELLOWTAIL",215806.76,"N. New England"
1990,"Maine","GOOSEFISH",2987323.79,"N. New England"
1990,"Maine","HADDOCK",702989.11,"N. New England"
1990,"Maine","HAKE, RED",4301.36,"N. New England"
1990,"Maine","HAKE, SILVER",87237.35,"N. New England"
1990,"Maine","HAKE, WHITE",3697982.12,"N. New England"
1990,"Maine","HAKES, RED AND WHITE **",101098.52,"N. New England"
1990,"Maine","HALIBUT, ATLANTIC",78310.89,"N. New England"
1990,"Maine","HALIBUT, GREENLAND",91.15,"N. New England"
1990,"Maine","HERRING, ATLANTIC",4222691.77,"N. New England"
1990,"Maine","LOBSTER, AMERICAN",96852120.82,"N. New England"
1990,"Maine","LUMPFISH",6.29,"N. New England"
1990,"Maine","MENHADENS **",761562.76,"N. New England"
1990,"Maine","MUSSEL, SEA",1360806.84,"N. New England"
1990,"Maine","OYSTER, EASTERN",2728644.84,"N. New England"
1990,"Maine","PERIWINKLES, ATLANTIC **",864545.58,"N. New England"
1990,"Maine","POLLOCK",4568780.94,"N. New England"
1990,"Maine","POLYCHAETE, BLOODWORMS",4220282.57,"N. New England"
1990,"Maine","POLYCHAETE, SANDWORMS **",1948479.51,"N. New England"
1990,"Maine","PORGIES **",5373.17,"N. New England"
1990,"Maine","POUT, OCEAN",86.44,"N. New England"
1990,"Maine","REDFISH, ACADIAN",496465.56,"N. New England"
1990,"Maine","SCALLOP, SEA",9393225,"N. New England"
1990,"Maine","SEAWEED",33565.4,"N. New England"
1990,"Maine","SEAWEED, IRISH MOSS",431173.48,"N. New England"
1990,"Maine","SHAD, AMERICAN",3540.73,"N. New England"
1990,"Maine","SHARK, DOGFISH, SPINY",1170866.4,"N. New England"
1990,"Maine","SHARK, MAKO, LONGFIN",45.58,"N. New England"
1990,"Maine","SHARK, PORBEAGLE",5110.72,"N. New England"
1990,"Maine","SHARK, THRESHER",88.01,"N. New England"
1990,"Maine","SHARKS **",3059.83,"N. New England"
1990,"Maine","SHARKS, CHONDRICHTHYES (CLASS) **",125245.56,"N. New England"
1990,"Maine","SHARKS, DOGFISH **",40.86,"N. New England"
1990,"Maine","SHARKS, MAKO **",4189.78,"N. New England"
1990,"Maine","SHRIMPS, PENAEOID **",7588585.75,"N. New England"
1990,"Maine","SKATES, RAJIDAE (FAMILY) **",12526.91,"N. New England"
1990,"Maine","SMELT, RAINBOW",1862.3,"N. New England"
1990,"Maine","SQUIDS, LOLIGINIDAE **",4124719.08,"N. New England"
1990,"Maine","STARS, OTHER SEA **",50918.58,"N. New England"
1990,"Maine","STURGEONS **",253.02,"N. New England"
1990,"Maine","SUCKERS **",540.62,"N. New England"
1990,"Maine","SWORDFISH",896559.85,"N. New England"
1990,"Maine","TILEFISH, GOLDEN",306.45,"N. New England"
1990,"Maine","TUNA, ALBACORE",518.62,"N. New England"
1990,"Maine","TUNA, BIGEYE",36094.04,"N. New England"
1990,"Maine","TUNA, BLUEFIN",1866213.01,"N. New England"
1990,"Maine","TUNA, YELLOWFIN",763.78,"N. New England"
1990,"Maine","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",9501057.66,"N. New England"
1990,"Maine","VERTEBRATES, JAWED",854157.56,"N. New England"
1990,"Maine","WINDOWPANE",534.33,"N. New England"
1990,"Maine","WOLFFISH, ATLANTIC",134063.59,"N. New England"
1990,"Maryland","ALEWIFE",70141.91,"Mid Atlantic"
1990,"Maryland","BASS, BLACK SEA",480492.21,"Mid Atlantic"
1990,"Maryland","BASS, STRIPED",151617.92,"Mid Atlantic"
1990,"Maryland","BLUEFISH",95321.46,"Mid Atlantic"
1990,"Maryland","BONITO, ATLANTIC",2039.89,"Mid Atlantic"
1990,"Maryland","CARP, COMMON",62364.26,"Mid Atlantic"
1990,"Maryland","CATFISHES-BULLHEADS, OTHER **",949441.31,"Mid Atlantic"
1990,"Maryland","CLAM, SOFT",14195431.47,"Mid Atlantic"
1990,"Maryland","CLAM, SURF, ATLANTIC",4605627.76,"Mid Atlantic"
1990,"Maryland","CLAMS **",5474759.16,"Mid Atlantic"
1990,"Maryland","COBIA",697.77,"Mid Atlantic"
1990,"Maryland","COD, ATLANTIC",20.43,"Mid Atlantic"
1990,"Maryland","CRAB, BLUE",40843332.65,"Mid Atlantic"
1990,"Maryland","CRAB, JONAH",16917.85,"Mid Atlantic"
1990,"Maryland","CRAB, RED DEEPSEA",26315.79,"Mid Atlantic"
1990,"Maryland","CRAPPIES **",2388.77,"Mid Atlantic"
1990,"Maryland","CROAKER, ATLANTIC",4191.35,"Mid Atlantic"
1990,"Maryland","CRUSTACEANS **",218913.74,"Mid Atlantic"
1990,"Maryland","DOLPHINFISH",14923.54,"Mid Atlantic"
1990,"Maryland","DOLPHINFISH **",14923.54,"Mid Atlantic"
1990,"Maryland","DRUM, BLACK",14477.22,"Mid Atlantic"
1990,"Maryland","DRUM, RED",18.86,"Mid Atlantic"
1990,"Maryland","EEL, AMERICAN",607405.2,"Mid Atlantic"
1990,"Maryland","FLATFISHES **",91.15,"Mid Atlantic"
1990,"Maryland","FLOUNDER, SUMMER",358722.95,"Mid Atlantic"
1990,"Maryland","FLOUNDER, WINTER",903.65,"Mid Atlantic"
1990,"Maryland","FLOUNDER, WITCH",592.48,"Mid Atlantic"
1990,"Maryland","GOOSEFISH",14236.77,"Mid Atlantic"
1990,"Maryland","HADDOCK",6.29,"Mid Atlantic"
1990,"Maryland","HAKE, RED",5596.33,"Mid Atlantic"
1990,"Maryland","HAKE, SILVER",10384.88,"Mid Atlantic"
1990,"Maryland","HARVESTFISHES **",69378.13,"Mid Atlantic"
1990,"Maryland","HERRING, ATLANTIC",1324.83,"Mid Atlantic"
1990,"Maryland","KINGFISHES **",161.87,"Mid Atlantic"
1990,"Maryland","MACKEREL, ATLANTIC",17038.86,"Mid Atlantic"
1990,"Maryland","MACKEREL, KING AND CERO **",9031.76,"Mid Atlantic"
1990,"Maryland","MACKEREL, SPANISH",25613.3,"Mid Atlantic"
1990,"Maryland","MENHADENS **",321740.98,"Mid Atlantic"
1990,"Maryland","MULLET, STRIPED",1125.24,"Mid Atlantic"
1990,"Maryland","OYSTER, EASTERN",16890712.07,"Mid Atlantic"
1990,"Maryland","PERCH, WHITE",614206.91,"Mid Atlantic"
1990,"Maryland","PERCH, YELLOW",99572.54,"Mid Atlantic"
1990,"Maryland","PORGIES **",14965.98,"Mid Atlantic"
1990,"Maryland","POUT, OCEAN",77.01,"Mid Atlantic"
1990,"Maryland","PUFFER, NORTHERN",462.04,"Mid Atlantic"
1990,"Maryland","REDFISH, ACADIAN",31.43,"Mid Atlantic"
1990,"Maryland","SCALLOP, SEA",155289.09,"Mid Atlantic"
1990,"Maryland","SHAD, AMERICAN",220197.7,"Mid Atlantic"
1990,"Maryland","SHAD, GIZZARD",14087.47,"Mid Atlantic"
1990,"Maryland","SHAD, HICKORY",392.89,"Mid Atlantic"
1990,"Maryland","SHARK, BLACKTIP",264.02,"Mid Atlantic"
1990,"Maryland","SHARK, DOGFISH, SPINY",373674.78,"Mid Atlantic"
1990,"Maryland","SHARK, DUSKY",1533.84,"Mid Atlantic"
1990,"Maryland","SHARK, MAKO, LONGFIN",1535.42,"Mid Atlantic"
1990,"Maryland","SHARK, MAKO, SHORTFIN",7837.37,"Mid Atlantic"
1990,"Maryland","SHARK, THRESHER",9.43,"Mid Atlantic"
1990,"Maryland","SHARK, THRESHER, BIGEYE",1084.38,"Mid Atlantic"
1990,"Maryland","SHARKS, CHONDRICHTHYES (CLASS) **",16121.07,"Mid Atlantic"
1990,"Maryland","SHARKS, DOGFISH **",5211.3,"Mid Atlantic"
1990,"Maryland","SHARKS, HAMMERHEAD **",215.3,"Mid Atlantic"
1990,"Maryland","SHARKS, MAKO **",16510.82,"Mid Atlantic"
1990,"Maryland","SKATES, RAJIDAE (FAMILY) **",2930.96,"Mid Atlantic"
1990,"Maryland","SPOT",137511.59,"Mid Atlantic"
1990,"Maryland","SQUID, LONGFIN LOLIGO",5390.45,"Mid Atlantic"
1990,"Maryland","SQUIDS, LOLIGINIDAE **",104235.36,"Mid Atlantic"
1990,"Maryland","STURGEONS **",6779.71,"Mid Atlantic"
1990,"Maryland","SUCKERS **",3828.32,"Mid Atlantic"
1990,"Maryland","SUNFISHES **",498.18,"Mid Atlantic"
1990,"Maryland","SWORDFISH",869255.55,"Mid Atlantic"
1990,"Maryland","TAUTOG",2344.77,"Mid Atlantic"
1990,"Maryland","TERRAPIN, DIAMONDBACK",125.72,"Mid Atlantic"
1990,"Maryland","TILEFISH, GOLDEN",7873.52,"Mid Atlantic"
1990,"Maryland","TUNA, ALBACORE",11794.57,"Mid Atlantic"
1990,"Maryland","TUNA, BIGEYE",497012.46,"Mid Atlantic"
1990,"Maryland","TUNA, BLUEFIN",12635.35,"Mid Atlantic"
1990,"Maryland","TUNA, YELLOWFIN",283607.05,"Mid Atlantic"
1990,"Maryland","TUNAS **",949.22,"Mid Atlantic"
1990,"Maryland","VERTEBRATES, JAWED",2071.32,"Mid Atlantic"
1990,"Maryland","WAHOO",444.75,"Mid Atlantic"
1990,"Maryland","WEAKFISH",700215.3,"Mid Atlantic"
1990,"Massachusetts","ALEWIFE",3105.4,"S. New England"
1990,"Massachusetts","BASS, BLACK SEA",1122870.93,"S. New England"
1990,"Massachusetts","BASS, STRIPED",487906.84,"S. New England"
1990,"Massachusetts","BLUEFISH",395334.04,"S. New England"
1990,"Massachusetts","BONITO, ATLANTIC",3238.99,"S. New England"
1990,"Massachusetts","CLAM, RAZOR, ATLANTIC",123996.17,"S. New England"
1990,"Massachusetts","CLAM, SOFT",7132139.99,"S. New England"
1990,"Massachusetts","CLAM, SURF, ARCTIC",426443.09,"S. New England"
1990,"Massachusetts","CLAM, SURF, ATLANTIC",1711495.97,"S. New England"
1990,"Massachusetts","CLAMS **",91218.12,"S. New England"
1990,"Massachusetts","CLAMS, QUAHOG, MERCENARIA **",8576013.26,"S. New England"
1990,"Massachusetts","COD, ATLANTIC",72756764.78,"S. New England"
1990,"Massachusetts","CRAB, GREEN",377.17,"S. New England"
1990,"Massachusetts","CRABS, DECAPODA (ORDER) **",3733628.26,"S. New England"
1990,"Massachusetts","CRUSTACEANS **",1614782.1,"S. New England"
1990,"Massachusetts","CUSK",1132001.7,"S. New England"
1990,"Massachusetts","DOLPHINFISH",6647.7,"S. New England"
1990,"Massachusetts","DOLPHINFISH **",6647.7,"S. New England"
1990,"Massachusetts","EEL, AMERICAN",56051.3,"S. New England"
1990,"Massachusetts","EEL, CONGER",2148.32,"S. New England"
1990,"Massachusetts","FLATFISHES **",176184.56,"S. New England"
1990,"Massachusetts","FLOUNDER, AMERICAN PLAICE",3469536.86,"S. New England"
1990,"Massachusetts","FLOUNDER, SUMMER",2213810.88,"S. New England"
1990,"Massachusetts","FLOUNDER, WINTER",20970228.35,"S. New England"
1990,"Massachusetts","FLOUNDER, WITCH",4266726.91,"S. New England"
1990,"Massachusetts","FLOUNDER, YELLOWTAIL",36207901.81,"S. New England"
1990,"Massachusetts","GOOSEFISH",11921315.08,"S. New England"
1990,"Massachusetts","HADDOCK",8413650.58,"S. New England"
1990,"Massachusetts","HAKE, RED",475889.11,"S. New England"
1990,"Massachusetts","HAKE, SILVER",3552507.43,"S. New England"
1990,"Massachusetts","HAKE, WHITE",2942936.62,"S. New England"
1990,"Massachusetts","HALIBUT, ATLANTIC",36227.62,"S. New England"
1990,"Massachusetts","HARVESTFISHES **",96377.55,"S. New England"
1990,"Massachusetts","HERRING, ATLANTIC",4355895.71,"S. New England"
1990,"Massachusetts","LOBSTER, AMERICAN",68872164.51,"S. New England"
1990,"Massachusetts","MACKEREL, ATLANTIC",349180.43,"S. New England"
1990,"Massachusetts","MACKEREL, KING AND CERO **",26.72,"S. New England"
1990,"Massachusetts","MACKEREL, SPANISH",8278.98,"S. New England"
1990,"Massachusetts","MENHADENS **",89714.13,"S. New England"
1990,"Massachusetts","MUSSEL, SEA",2945191.81,"S. New England"
1990,"Massachusetts","OYSTER, EASTERN",497009.32,"S. New England"
1990,"Massachusetts","PERCH, WHITE",65970.99,"S. New England"
1990,"Massachusetts","POLLOCK",10593259.57,"S. New England"
1990,"Massachusetts","PORGIES **",1577078.78,"S. New England"
1990,"Massachusetts","REDFISH, ACADIAN",577851.99,"S. New England"
1990,"Massachusetts","SCALLOP, BAY",2644165.58,"S. New England"
1990,"Massachusetts","SCALLOP, SEA",142965383.23,"S. New England"
1990,"Massachusetts","SHAD, AMERICAN",3213.84,"S. New England"
1990,"Massachusetts","SHARK, BLUE",320.6,"S. New England"
1990,"Massachusetts","SHARK, DOGFISH, SMOOTH",34574.34,"S. New England"
1990,"Massachusetts","SHARK, MAKO, LONGFIN",171.3,"S. New England"
1990,"Massachusetts","SHARK, MAKO, SHORTFIN",55139.79,"S. New England"
1990,"Massachusetts","SHARK, PORBEAGLE",25790.89,"S. New England"
1990,"Massachusetts","SHARK, THRESHER",779.49,"S. New England"
1990,"Massachusetts","SHARKS, CHONDRICHTHYES (CLASS) **",30859.17,"S. New England"
1990,"Massachusetts","SHARKS, DOGFISH **",2510834.34,"S. New England"
1990,"Massachusetts","SHARKS, MAKO **",74608.29,"S. New England"
1990,"Massachusetts","SHRIMPS, PENAEOID **",2125174.84,"S. New England"
1990,"Massachusetts","SKATES, RAJIDAE (FAMILY) **",1969233.55,"S. New England"
1990,"Massachusetts","SMELT, RAINBOW",94.29,"S. New England"
1990,"Massachusetts","SQUID, LONGFIN LOLIGO",884666.28,"S. New England"
1990,"Massachusetts","SQUID, SHORTFIN ILLEX",42.43,"S. New England"
1990,"Massachusetts","SQUIDS, LOLIGINIDAE **",15753.33,"S. New England"
1990,"Massachusetts","STURGEONS **",823.5,"S. New England"
1990,"Massachusetts","SWORDFISH",12139619.05,"S. New England"
1990,"Massachusetts","TAUTOG",194626.83,"S. New England"
1990,"Massachusetts","TILEFISH, GOLDEN",22855.21,"S. New England"
1990,"Massachusetts","TUNA, ALBACORE",61570.62,"S. New England"
1990,"Massachusetts","TUNA, BIGEYE",239309.46,"S. New England"
1990,"Massachusetts","TUNA, BLUEFIN",27809699.67,"S. New England"
1990,"Massachusetts","TUNA, SKIPJACK",61.29,"S. New England"
1990,"Massachusetts","TUNA, YELLOWFIN",328328.96,"S. New England"
1990,"Massachusetts","TUNAS **",23818.58,"S. New England"
1990,"Massachusetts","VERTEBRATES, JAWED",486126.26,"S. New England"
1990,"Massachusetts","WEAKFISH",2109.03,"S. New England"
1990,"Massachusetts","WINDOWPANE",2323103.52,"S. New England"
1990,"Massachusetts","WOLFFISH, ATLANTIC",326608.1,"S. New England"
1990,"New Hampshire","BASS, STRIPED",102.15,"N. New England"
1990,"New Hampshire","BLUEFISH",81796.61,"N. New England"
1990,"New Hampshire","CLAM, SURF, ATLANTIC",6663.42,"N. New England"
1990,"New Hampshire","COD, ATLANTIC",3908527.29,"N. New England"
1990,"New Hampshire","CRABS, DECAPODA (ORDER) **",120571.73,"N. New England"
1990,"New Hampshire","CUSK",95104.59,"N. New England"
1990,"New Hampshire","EEL, CONGER",78.58,"N. New England"
1990,"New Hampshire","FLATFISHES **",152.44,"N. New England"
1990,"New Hampshire","FLOUNDER, AMERICAN PLAICE",326560.95,"N. New England"
1990,"New Hampshire","FLOUNDER, SUMMER",25.14,"N. New England"
1990,"New Hampshire","FLOUNDER, WINTER",254671.47,"N. New England"
1990,"New Hampshire","FLOUNDER, WITCH",210075.28,"N. New England"
1990,"New Hampshire","FLOUNDER, YELLOWTAIL",222562.9,"N. New England"
1990,"New Hampshire","GOOSEFISH",218431.27,"N. New England"
1990,"New Hampshire","HADDOCK",73767.5,"N. New England"
1990,"New Hampshire","HAKE, RED",213.73,"N. New England"
1990,"New Hampshire","HAKE, SILVER",119603.65,"N. New England"
1990,"New Hampshire","HAKE, WHITE",1225.82,"N. New England"
1990,"New Hampshire","HAKES, RED AND WHITE **",199085.35,"N. New England"
1990,"New Hampshire","HALIBUT, ATLANTIC",1813.58,"N. New England"
1990,"New Hampshire","HARVESTFISHES **",878.5,"N. New England"
1990,"New Hampshire","HERRING, ATLANTIC",27785.2,"N. New England"
1990,"New Hampshire","LOBSTER, AMERICAN",6362936.3,"N. New England"
1990,"New Hampshire","MACKEREL, ATLANTIC",23004.51,"N. New England"
1990,"New Hampshire","MENHADENS **",9240.78,"N. New England"
1990,"New Hampshire","POLLOCK",1367272.24,"N. New England"
1990,"New Hampshire","POUT, OCEAN",1433.26,"N. New England"
1990,"New Hampshire","REDFISH, ACADIAN",30012.1,"N. New England"
1990,"New Hampshire","SHAD, AMERICAN",10474.45,"N. New England"
1990,"New Hampshire","SHARK, DOGFISH, SPINY",34442.33,"N. New England"
1990,"New Hampshire","SHARK, PORBEAGLE",1114.24,"N. New England"
1990,"New Hampshire","SHARKS, CHONDRICHTHYES (CLASS) **",47.15,"N. New England"
1990,"New Hampshire","SHARKS, MAKO **",3525.01,"N. New England"
1990,"New Hampshire","SHRIMPS, PENAEOID **",1195778.79,"N. New England"
1990,"New Hampshire","SKATES, RAJIDAE (FAMILY) **",3132.12,"N. New England"
1990,"New Hampshire","SQUID, SHORTFIN ILLEX",77.01,"N. New England"
1990,"New Hampshire","SQUIDS, LOLIGINIDAE **",331.6,"N. New England"
1990,"New Hampshire","STURGEONS **",183.87,"N. New England"
1990,"New Hampshire","TAUTOG",4.71,"N. New England"
1990,"New Hampshire","TUNA, BLUEFIN",847841.46,"N. New England"
1990,"New Hampshire","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",35951.03,"N. New England"
1990,"New Hampshire","VERTEBRATES, JAWED",23021.8,"N. New England"
1990,"New Hampshire","WINDOWPANE",2643.37,"N. New England"
1990,"New Hampshire","WOLFFISH, ATLANTIC",14261.92,"N. New England"
1990,"New Jersey","ALEWIFE",6558.12,"Mid Atlantic"
1990,"New Jersey","AMBERJACKS **",78.58,"Mid Atlantic"
1990,"New Jersey","BASS, BLACK SEA",1457974.89,"Mid Atlantic"
1990,"New Jersey","BLUEFISH",966948.5,"Mid Atlantic"
1990,"New Jersey","BONITO, ATLANTIC",151441.91,"Mid Atlantic"
1990,"New Jersey","CARP, COMMON",3884.9,"Mid Atlantic"
1990,"New Jersey","CATFISHES-BULLHEADS, OTHER **",3394.57,"Mid Atlantic"
1990,"New Jersey","CLAM, QUAHOG, OCEAN",15967457.69,"Mid Atlantic"
1990,"New Jersey","CLAM, SURF, ATLANTIC",32998005.69,"Mid Atlantic"
1990,"New Jersey","CLAMS **",49626.75,"Mid Atlantic"
1990,"New Jersey","CLAMS, QUAHOG, MERCENARIA **",6842229.42,"Mid Atlantic"
1990,"New Jersey","COBIA",2827.24,"Mid Atlantic"
1990,"New Jersey","COD, ATLANTIC",19682.23,"Mid Atlantic"
1990,"New Jersey","CONCHS, TRUE **",45146.23,"Mid Atlantic"
1990,"New Jersey","CRAB, ATLANTIC ROCK",102107.46,"Mid Atlantic"
1990,"New Jersey","CRAB, BLUE",3585838.66,"Mid Atlantic"
1990,"New Jersey","CRAB, HORSESHOE",54671.47,"Mid Atlantic"
1990,"New Jersey","CRAB, JONAH",28174.95,"Mid Atlantic"
1990,"New Jersey","CROAKER, ATLANTIC",235.73,"Mid Atlantic"
1990,"New Jersey","CRUSTACEANS **",2877.53,"Mid Atlantic"
1990,"New Jersey","CUNNER",132.01,"Mid Atlantic"
1990,"New Jersey","CUSK",1408.12,"Mid Atlantic"
1990,"New Jersey","DOLPHINFISH",49856.2,"Mid Atlantic"
1990,"New Jersey","DOLPHINFISH **",49856.2,"Mid Atlantic"
1990,"New Jersey","DORY, BUCKLER",452.61,"Mid Atlantic"
1990,"New Jersey","DRUM, BLACK",16543.82,"Mid Atlantic"
1990,"New Jersey","EEL, AMERICAN",334640.35,"Mid Atlantic"
1990,"New Jersey","EEL, CONGER",3408.72,"Mid Atlantic"
1990,"New Jersey","FLATFISHES **",988.51,"Mid Atlantic"
1990,"New Jersey","FLOUNDER, AMERICAN PLAICE",7237.04,"Mid Atlantic"
1990,"New Jersey","FLOUNDER, SUMMER",3489721.99,"Mid Atlantic"
1990,"New Jersey","FLOUNDER, WINTER",276806.9,"Mid Atlantic"
1990,"New Jersey","FLOUNDER, WITCH",30032.53,"Mid Atlantic"
1990,"New Jersey","FLOUNDER, YELLOWTAIL",92902.83,"Mid Atlantic"
1990,"New Jersey","GOOSEFISH",846779.09,"Mid Atlantic"
1990,"New Jersey","HAKE, RED",185062.31,"Mid Atlantic"
1990,"New Jersey","HAKE, SILVER",3736215.05,"Mid Atlantic"
1990,"New Jersey","HAKE, WHITE",8492.72,"Mid Atlantic"
1990,"New Jersey","HALIBUT, ATLANTIC",495.04,"Mid Atlantic"
1990,"New Jersey","HARVESTFISHES **",405410.88,"Mid Atlantic"
1990,"New Jersey","HERRING, ATLANTIC",26560.95,"Mid Atlantic"
1990,"New Jersey","JACK, CREVALLE",259.31,"Mid Atlantic"
1990,"New Jersey","KINGFISHES **",6437.11,"Mid Atlantic"
1990,"New Jersey","LANCE, AMERICAN SAND",63153.18,"Mid Atlantic"
1990,"New Jersey","LOBSTER, AMERICAN",10804937.84,"Mid Atlantic"
1990,"New Jersey","MACKEREL, ATLANTIC",980052.18,"Mid Atlantic"
1990,"New Jersey","MACKEREL, KING AND CERO **",832.93,"Mid Atlantic"
1990,"New Jersey","MACKEREL, SPANISH",25889.9,"Mid Atlantic"
1990,"New Jersey","MENHADENS **",845023.65,"Mid Atlantic"
1990,"New Jersey","MUSSEL, SEA",6710.57,"Mid Atlantic"
1990,"New Jersey","OYSTER, EASTERN",3617607.77,"Mid Atlantic"
1990,"New Jersey","PERCH, WHITE",68180.6,"Mid Atlantic"
1990,"New Jersey","POLLOCK",814.07,"Mid Atlantic"
1990,"New Jersey","POMPANO, FLORIDA",3.14,"Mid Atlantic"
1990,"New Jersey","PORGIES **",2773382.47,"Mid Atlantic"
1990,"New Jersey","POUT, OCEAN",95.87,"Mid Atlantic"
